Name,Date,Rating,Title,Content
Paul  Richards,2025-02-13T14:45:41.000Z,5,Plesent young lady showed me around…,Present young lady showed me around told me everything I needed to now helped me with my registration it was really easy.
Karen Powell,2025-02-13T13:53:22.000Z,1,Membership cancelled by taken x2 payments ? …,14 jan joining payment was taken but received an email to say membership was cancelled.  14 feb another payment taken as first payment?  But the app still says that I do not have a membership  so please taker me know what is going on as to date not been able to book any classes ?  Sent an email to the contact email address but was non receipt ?
Asif  Manji,2025-02-13T13:48:10.000Z,5,Gym atmosphere is great,Gym atmosphere is great. Equipment is of high standard and always good availability
customer,2025-02-13T13:37:57.000Z,5,10/10,"Amazing , Brodie is a great pt!"
Mr B.,2025-02-13T13:20:39.000Z,5,"Safe, friendly environment to get fit in","Clean, well maintained, safe and friendly."
Emily,2025-02-13T12:30:33.000Z,5,PT taster with Brodie,"had PT taster with Brodie, 10/10 recommend!"
Jane,2025-02-13T12:25:24.000Z,1,Cleanliness is very poor,"Cleanliness is very poor, no ventilation. Wasted my money on this gym"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Eve Dzi,2025-02-13T11:55:45.000Z,5,Simple and easy joining experience,"Simple and easy joining experience, smooth app with a lot if useful guidance and information."
Sabah,2025-02-13T11:38:54.000Z,5,Great gym with great machines,N/A
Nicola McLean,2025-02-13T11:28:27.000Z,5,Clean and friendly gym,"Clean and friendly gym, good music and no one taking photos of themselves"
Carol,2025-02-13T10:36:51.000Z,5,Easy and quick,"Easy and quick , thank you"
Andrea Fitzgerald,2025-02-13T10:24:20.000Z,1,Lack of customer support,"Not knowing the area, I booked a gym 25 minutes away from my hotel in Birmingham rather than the one closer ( 9 minutes away); realising my mistake, I tried to change the gym I had chosen via the app. Unfortunately this was not possible. I tried FAQs and contacting customer support. No response. Not my best first experience with Pure Gym."
Joanna,2025-02-13T10:20:30.000Z,5,Fantastic classes,"Fantastic classes, great and motivated personal trainers."
Paul Persaud,2025-02-13T10:15:09.000Z,3,Gym Bacteria,"Studies have shown that all gyms are a haven for bacteria, virus and fungal infections. After Covid all of the hand sanitizer and disinfectant spray bottles were removed.Can these please be reinvested."
customer,2025-02-13T09:57:05.000Z,5,fab!,first time going and i will come again 100%
Sandy Van Landuyt,2025-02-13T06:57:52.000Z,3,Gym that has everything,"Gym that has everything, that's nice. But most of the lockers at the entrance are damaged.. And it's also hell of a mess - everywhere equipment on the floor after use which is not safe! I almost fell because of it once ! And sadly not clean too..."
William A,2025-02-13T02:19:02.000Z,5,Was the best,N/A
Lisah Maina,2025-02-13T01:18:47.000Z,5,First time at a gym,First time at a gymAnd I had a fantastic experience.
Joaquin Valdes,2025-02-13T00:32:18.000Z,5,Easy and quick.,Easy and quick.
Richard Daocheng Li,2025-02-13T00:26:44.000Z,5,Megan gave me a great intro during the…,Megan gave me a great intro during the tour. Thanks Meg.
Roheena Shahryar,2025-02-13T00:08:21.000Z,5,Excellent Service,Excellent customer service excellent gym.
Charles,2025-02-12T21:48:10.000Z,5,Easy to join,Easy to join
Noel Phillips,2025-02-12T21:04:53.000Z,5,Struggled to find  a gym as I was…,"Struggled to find  a gym as I was working in tbe area for the week.... looked up the gym and access and payment very easy. The staff on arrival friendly and helpful... assisting with the process.... explained the pin number access. Very helpful and friendly staff, gym clean and  access to all that you want in a gym free weights area, cardio area, weight machines.... see ya next week as I'm booked back in at Kendal"
Karen Leatherbarrow,2025-02-12T20:23:37.000Z,5,Easy to use and awesome gym!,N/A
Ionela Bincaru,2025-02-12T19:57:18.000Z,5,good value for money all the entire…,good value for money all the entire pure gym s all over uk and open 24/7
customer,2025-02-12T19:14:46.000Z,3,Good but lots of people,"Loads of people, decent equipment, Clean environment, good lighting, hard to get on machines because there’s so many people, good that it’s 24/7"
Ahmet Zeyrek,2025-02-12T17:08:07.000Z,5,Friendly and knowledgable staff,Friendly and knowledgable staff. Great team you have in there. Hot water in the showers needs to be hotter especially after workout
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
customer,2025-02-12T17:04:27.000Z,5,I just wanna say thank you to Fares for…,"I just wanna say thank you to Fares for helping me out, take the time to helping me with getting back my membership, really helpful and friendly person"
Dale,2025-02-12T16:45:16.000Z,5,Amazing gym.,Amazing gym.. great location Lots of equipment to choose from.Great place to train
William Findlay,2025-02-12T16:05:45.000Z,5,Very good I like it,Very good I like it
customer,2025-02-12T16:02:19.000Z,1,Membership awareness,It seems like I joined the gym with a free gym buddy membership although I was charged the full amount of a monthly membership now I have to run after the gym so I get a refund for the money I was charged wait for two days and  then subscribe again pay the fee which is not a problem so then  I can continue my training.
Adam,2025-02-12T15:26:31.000Z,4,Good gym with good equipment,Good gym with good equipment. Best to attend in mornings when less busy.
Steve,2025-02-12T14:30:36.000Z,4,The only thing missing was a punch bag.,The only missing was a punch bag.  Apart from that the gym was pretty great.
customer,2025-02-12T13:22:48.000Z,5,Good staff and easy to use equipment,N/A
Shamim Ahmed,2025-02-12T11:46:54.000Z,2,Improvements needed,"I have been a member of this PureGym ever since it opened. I have returned after a long break and here are my thoughts:1. There is a massive odour problem. As soon as you enter the floor you are met with a stench of stale body odour making it difficult to breathe. The air circulation needs to improve.2. Self employed personal trainers failing to lead by example. I witness one constantly running from one end of floor to another. This is a health and safety risk, why is there a need to run here? Also why is it the self employed PTs are no longer wearing PureGym uniform?3. I see members receiving trainjng from other members. I thought this wasn't allowed. Staff turn a blind eye.4. Members failing to return equipment and clean after themselves. It is really disgusting to come to euipment that has sweat stains or sweat dripping."
Amy,2025-02-12T09:10:10.000Z,4,Just stared the gyn,N/A
customer,2025-02-12T07:19:11.000Z,1,Discount code didn’t work,Discount code didn’t work
customer,2025-02-12T03:48:36.000Z,5,It was just quick and required zero…,It was just quick and required zero efforts at all
Roderick Lloyd,2025-02-12T03:36:14.000Z,5,Why I Like Pure Gym,"I like the fact that it's open 24/7 i can exercise whenever I feel like it. It's got all the equipment necessary for building both strength and fitness. The price is good for 24/7 opening hours, and I like the fact that PTI instructors and fitness classes are available if ever I want them"
Jenna,2025-02-12T01:49:10.000Z,5,Friendly atmosphere,Always a friendly atmosphere with trainers that want to help you with your goals.  Watching you develop and pushing you to hit new targets. I always get treated as an individual.
customer,2025-02-12T00:39:46.000Z,2,Difficult to join the process could be…,Difficult to join the process could be simpler.
customer,2025-02-11T23:01:26.000Z,1,I want to cancel my membership and it…,I want to cancel my membership and it won't let me
Karolina Wójcik,2025-02-11T22:55:36.000Z,2,It was my first time on my own in a…,"It was my first time on my own in a gym. Too many people. I felt very uncomfortable and felt like everyone was looking at me. Never again, sorry."
customer,2025-02-11T22:40:26.000Z,5,Perfect,"Good location, deal, facilities, conditions, availiability"
MR HAJI LUTFULLAH BABA,2025-02-11T22:19:32.000Z,5,The best Gym fully equipped with…,The best Gym fully equipped with machines all over UK
Larry H,2025-02-11T22:01:07.000Z,5,Great gym option for Aberdeen,Great location. Ample parking. Plenty machines. Great classes throughout the day. Very clean. Members are also great at cleaning after themselves. PT’s make the difference. So friendly and help you on your fitness journey.
Danny Cottrell,2025-02-11T21:55:30.000Z,5,Plenty of space,Plenty of space. Clean. Easy parking. Good equipment.
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Omar,2025-02-11T21:21:42.000Z,5,Good gym,"Good gym, very quiet."
VENGAI ARTHUR NAGO,2025-02-11T21:21:16.000Z,5,Registration was simple and easy,Registration was simple and easy
customer,2025-02-11T21:19:43.000Z,5,Great gym,Great gym! I love it
Miryam Barraco,2025-02-11T21:13:18.000Z,5,Thanks guys for always give me the…,Thanks guys for always give me the right strength to do my workout at the market street gym
Bl,2025-02-11T20:39:33.000Z,2,The women showers are growing black…,The women showers are growing black mould
Pauline Foley,2025-02-11T20:28:47.000Z,5,Excellent,Excellent customer relations. Easy to join. Thank you PureGym. I highly recommend.
customer,2025-02-11T20:15:57.000Z,5,Five stars gym,N/A
carlos,2025-02-11T20:07:29.000Z,4,good calm and friendly,N/A
M L,2025-02-11T19:54:21.000Z,4,Friendly environment,Friendly environment. But I felt like not enough fresh air when I used the running machine for over 5 mins. Thanks
Doug Whitty,2025-02-11T19:29:59.000Z,5,So helpful and friendly,So helpful and friendly. Excellent customer service
customer,2025-02-11T18:53:02.000Z,5,Helpful,Helpful Kay Thank you
Elaine,2025-02-11T18:40:07.000Z,5,I met Thomas today and he showed me…,I met Thomas today and he showed me round before I made the decision to join- Thank you Thomas!
customer,2025-02-11T18:29:59.000Z,5,Easy process,Easy process to join and not complicated at all
Mr Alan Outlaw (Company Director),2025-02-11T17:54:39.000Z,4,Easy Navigation,"The joining was really easy and the website was easy to navigate. I knocked one star off because if I was a young student there are better rates but as an oap, nothing. A bit ageist lol 😆"
Consumer,2025-02-11T17:40:04.000Z,5,Very professional layout and equipment,Very professional layout and equipment
Christopher Pratt,2025-02-11T17:33:52.000Z,5,Staff was very helpful and professional,Staff was very helpful and professional
Mr Jose Reis,2025-02-11T17:13:52.000Z,5,"Very simple and easy,with a good guide!!",N/A
Andy West,2025-02-11T17:07:55.000Z,4,Clean with good facilities and…,Clean with good facilities and equipment.
customer,2025-02-11T17:03:58.000Z,5,It was easy and fast!,N/A
Sahil,2025-02-11T16:23:10.000Z,5,PureGym so clean everything is perfect ❤️👌👌,For every time helps me
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Nel,2025-02-11T16:18:02.000Z,5,Easy and straightforward to join.,N/A
Mushimbeyi Mabuku,2025-02-11T16:10:47.000Z,5,The best gym ever,"The best gym ever, good quality equipment, clean environment and friendly staff though it lacks a lot of fitness classes at the moment."
SP,2025-02-11T15:23:10.000Z,5,Raul is awesome,Raul is awesome! Simply the best! I missed his music and spin!
customer,2025-02-11T14:26:01.000Z,1,Everything,Everything
Sacha Pawley,2025-02-11T14:21:54.000Z,4,Online ease,N/A
Vaughan,2025-02-11T14:18:41.000Z,5,Straightforward to join.,N/A
customer,2025-02-11T13:46:40.000Z,1,Put all information and was told it…,Put all information and was told it went through but couldn’t access my gym membership right now
customer,2025-02-11T13:41:47.000Z,4,All great but I had trouble downloading…,All great but I had trouble downloading the app
Andrea,2025-02-11T12:21:23.000Z,5,Very welcoming gym,Very welcoming gymHas really helped boost confidence Have even started a morning running club All pts are knowledgeable and friendly
Andy A,2025-02-11T10:48:23.000Z,5,Easily done helpful staff good…,Easily done helpful staff good facilities
Dave,2025-02-11T10:30:14.000Z,4,Good location and clean facilities,N/A
Dean Grice,2025-02-11T10:14:07.000Z,5,24hr opening very convenient,"24hr opening makes it easy for me to fit my gym visits around work and family. The gym and facilities are clean and well maintained, and there is plenty of equipment so I never feel like im standing around waiting"
Martin Lindsay,2025-02-11T06:16:33.000Z,5,Excellent service easy to join 👍,Excellent service easy to join 👍
customer,2025-02-11T04:07:19.000Z,1,They blocking accounts,"They blocking accounts, don’t tell anything before… Some people come to the gym and then get information your account it’s frozen need to contact with gym manager… It’s fine when people use gym when manager be there but some people coming after and then you can’t do training."
Elemer Turi,2025-02-11T03:05:50.000Z,5,Clean and friendly environment,Clean and friendly environment
Ashira Sears,2025-02-11T02:33:58.000Z,1,Completely false advertising- very…,Completely false advertising- very annoying and unethical.
Tiana Moran,2025-02-11T02:26:32.000Z,1,Awful,Awful. Left stood at the door because the pin doesn’t work and no one is able to help at this time. Not very clear or helpful at all.
Russell Jennings,2025-02-11T01:52:09.000Z,5,Great and easy to understand,Great and easy to understand
Craig,2025-02-11T00:10:51.000Z,1,Overcharged,The system initially accepted and displayed mynoffer / promo code price but then when I set up my payment information charged me the full ammountvand did not apply my promotional discount. I have had ti email to ask for a refund and to ensure the correct promo dd price is charged on the future payments as well
Nicholas,2025-02-11T00:00:27.000Z,5,Easy peasy Pure gym easy!,"Simple and straightforward,"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
customer,2025-02-10T23:54:14.000Z,5,I came today as a guest of my sons he…,I came today as a guest of my sons he showed me around. We done 3 sets of 6 different gym equipment. Was a great burn. Shall Join soon myself. Great ppl too was made very welcome.
customer,2025-02-10T23:32:15.000Z,2,Overcrowding Alert,It’s becoming so busy since Fitness First closed within a short notice . It’s like children playground . Toilets dirty not enough toilet papers and long waiting times for any machines. Please consider the comfort of existing members and not take too many new members that will make the overcrowding worst.Date of experience: 10 February 2025
Billy J Jackson,2025-02-10T23:24:01.000Z,4,CHECK THE PARKING SITUATION,"PureGym has 2 hours free parking on top of the 2 hours Sainsburys allow BUT you must enter your information in the gym to claim it. I only learned this after receiving PARKING FINES. Gutted no one told me, staffing is remote. Gym is good overall, not 100% as there are some machines that need maintenance and the showers are mouldy. The app tells you when its busy and I've experienced a positive vibe in there and not felt uncomfortable even though I'm old and out of shape."
Carmel Martin,2025-02-10T22:45:54.000Z,5,Good value for money,Good value for money. Great classesEasy parking
Francesco Mosca,2025-02-10T20:44:46.000Z,1,GREAT VALUE GYM BUT NO CUSTOMER SERVICE AND PUNITIVE FINANCIAL POLICIES,Great availability of machines in my local PureGym. My local PureGym seems clean enough. The bathrooms are not great but they are not much used. I am giving one star for the lack of customer service and policies on payments. By mistake I had no funds in my bank accounts. My bank advised me of the  incoming PureGym direct debit and I immediately funded my accounts but still my payment failed. PureGym blocked my membership and wants to charge me 20£ to resubmit the Direct Debit which is an automated process and usually financial institutions do not charge corporate customer extra for this. I can pay immediately manually but still need to pay a charge of 5£. Wrote to customer service 24 hours ago asking to wave the 5£ charge as a relationship gesture but no answer. you cannot contact them by phone.
Julie Rolink,2025-02-10T20:35:55.000Z,4,PureGym,I gave 4 stars as there is only 1 recumbent bike and the showers are not very hot.  Lukewarm water.
brenda,2025-02-10T20:03:31.000Z,5,It's straight forward and easy 😌,It's straight forward and easy 😌
M Lister,2025-02-10T19:31:17.000Z,5,Very easy to join,Very easy to join!  Gym not opening until the 28th so hooefully a good review to come on the gym itself
customer,2025-02-10T18:38:41.000Z,1,Was invited to join gym on a trial day…,"Was invited to join gym on a trial day pass, but never got to chose which date it was meant to activate. In the end wasted the pass as actually couldn’t go to gym as it was activated on the day I registered which did not work for me."
Linda Byrne,2025-02-10T17:33:24.000Z,5,Joining gym,It was easy and quick to join online and you get lots of information when you add the app
Kieran Robertson,2025-02-10T17:19:01.000Z,2,Inferior To Local Competitors,•No free parking solution unlike a competitor•Entrance door was broken half the time •Less equipment than a nearby competitor•Ceiling was damaged downstairs•Cars parked in ‘no parking’ zone by entrance while law-abiding citizens have to pay
Raymond Jefferys,2025-02-10T16:58:59.000Z,5,Easy peasy lemon .......,Web site was easy to navigate with plenty of info.
Kimberley Boland,2025-02-10T16:54:20.000Z,5,My son introduced me to you're gym and…,My son introduced me to you're gym and I had a trial and loved it very spacious and well equipped I've been wanting to join a gym for a while
tracy stewart,2025-02-10T16:44:47.000Z,5,Easy to join,Easy to join.  Clean and well equipped gym
Stephie Phoenix,2025-02-10T16:30:36.000Z,5,Very quick and easy joining process.,N/A
Sugar plums,2025-02-10T16:26:07.000Z,1,PIN didn't work and no staff available…,PIN didn't work and no staff available over weekends.
Peter Davies,2025-02-10T16:12:34.000Z,5,Great place to workout …,Staff Polite and friendly great place to workout and meet people of various ages with the same goals as you showing it does not matter how old you are there is something for everyone from treadmills bikes weights classes
Dean Moss,2025-02-10T15:43:53.000Z,5,Very easy to set up and easy to…,Very easy to set up and easy to understand
David Eardley,2025-02-10T15:39:11.000Z,5,Fast and efficient,Fast and efficient
Beverley,2025-02-10T15:17:55.000Z,5,Nice n easy with no issues,N/A
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Gordon Higham,2025-02-10T15:04:12.000Z,5,Good value for money,"As a pensioner I opted for the Off peak membership.  This is less than 50p per day per month.Good equipment, friendly atmosphere and plenty of classes."
William Da Silva,2025-02-10T14:15:17.000Z,5,Easy Registration Process,"Easy Registration Process, both"
WBolton,2025-02-10T13:32:03.000Z,1,Your website thinks I am disabled (I am…,Your website thinks I am disabled (I am not). I can't get past the first banner when I try to book - it says I require an induction to be allowed to open the doors.
WN,2025-02-10T13:31:38.000Z,5,Signing up was simple.,N/A
M. Same,2025-02-10T13:03:10.000Z,1,There was no one at the reception desk…,There was no one at the reception desk when I first arrived at the gym so I had to make my own way to the changing room and the class studio. My second class was shortened as the instructor turned up 10 mins late (apparently he was not told that he was meant to teach the class). Not a great experience so far.
MS ALESSANDRA VONA,2025-02-10T12:47:07.000Z,2,The gym is meh,"The gym is meh, the space for stretching is really cramped an minimal and, while my code worked for the entry, it didn't work to exit the gates and I had to call for help to get out of there. London Monument, I cannot find it on the list."
Gautam Siddhanth,2025-02-10T12:07:24.000Z,4,Good and well maintained !!,Good and well maintained !!
Bry Gruers,2025-02-10T11:54:08.000Z,4,It’s a nice friendly basic gym,N/A
customer,2025-02-10T11:15:39.000Z,5,Best,Best gym 24h in uk
Siberiu undefined,2025-02-10T10:07:03.000Z,2,I looked on the website if they do any…,I looked on the website if they do any free trail tours because l wanted to see the gym before l would join and l didn't found any offers or anything that could give me this opportunity which makes it harder to join a gym.I paid the 10 pounds day pass gym to see how it is. But got disappointed as there was no new members discount joining.
customer,2025-02-09T23:57:12.000Z,1,Paid membership didn’t even update on the app,I paid for a gym membership and the application did not update my status. There goes £16…
Judia Small,2025-02-09T23:21:01.000Z,5,Excellent Gym,"Training specific equipment,  clean and well spaced.  Friendly environment. Very impressive."
Elnaz Azizzadeh,2025-02-09T22:38:36.000Z,4,It’s So good but my guest said changing…,It’s So good but my guest said changing room (men) had so bad smell.
customer,2025-02-09T21:20:42.000Z,1,I used a voucher and it said it was…,"I used a voucher and it said it was free on the order summary, then it charged me £11."
customer,2025-02-09T20:53:39.000Z,5,Really easy and quick to sign up!,N/A
PM,2025-02-09T20:36:07.000Z,5,Ease of use through vitality,N/A
Neil Relton,2025-02-09T20:31:20.000Z,4,Good clean gym priced at correct level,"The gym is a bit small and cramped around the cardio area and needs some more bars for the cable machines not enough straight bars to attach for curls or pushdown, good clean gym though but a lot of the machines have fixed seats which is no good for wheelchair users ,some gyms have seats that swivel out so then you can manoeuvre a wheelchair into place ,staff are friendly agree with others changing room is very small"
customer,2025-02-09T18:10:58.000Z,5,Very easy to navigate,Very easy to navigate. Gym has brilliant resources.
Clare,2025-02-09T16:30:00.000Z,3,Air con was on blasting cold air - it was far too cold and uncomfortable,The gym equipment and set up was good however the air con was on blasting out really cold air making the gym absolutely freezing on an already frosty morning. It was very uncomfortable.
customer,2025-02-09T15:03:21.000Z,1,Freezing this morning again,"Freezing this morning again .  Nothing pure about this gym , just germs everywhere . Men’s toilets rarely checked , every morning toilet roll all over the floors .  Can’t blame to cleaners as obviously management only employ cleaners once a day . Showers useless so everyone uses disabled .  Today people vaping in the gym . It’s rough !!"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
customer,2025-02-09T15:03:21.000Z,1,Freezing this morning again,"Freezing this morning again .  Nothing pure about this gym , just germs everywhere . Men’s toilets rarely checked , every morning toilet roll all over the floors .  Can’t blame to cleaners as obviously management only employ cleaners once a day . Showers useless so everyone uses disabled .  Today people vaping in the gym . It’s rough !!"
customer,2025-02-09T14:33:16.000Z,1,Bought a day pass and didn’t receive a…,Bought a day pass and didn’t receive a code
Chris hawkes,2025-02-09T14:31:17.000Z,5,Just joined,Very good can’t wait to start attending
callum stewart,2025-02-09T14:05:24.000Z,5,Fast Dupport,"I had an issue with signing up, got in touch via email and by the next morning the issue had been fixed without any hassle, during the weekend too!"
customer,2025-02-09T13:58:21.000Z,5,1st time in gym since 2004…,1st time in gym since 2004…
Sandra Colleen,2025-02-09T12:40:18.000Z,5,Jackie and Lawrence amazing atmosphere…,"Jackie and Lawrence amazing atmosphere which makes a perfect start to your day , Thank you to you both i love coming to your classes"
customer,2025-02-09T12:30:37.000Z,5,Open all the time which suits me being…,Open all the time which suits me being a dad
Lou,2025-02-09T12:25:12.000Z,5,Very friendly accessible gym,Very friendly accessible gym. A good range of equipment and friendly staff
Paramjit,2025-02-09T12:19:25.000Z,5,Good and easy,Good and easy
customer,2025-02-09T02:06:25.000Z,3,I love the aura but one thing i would…,I love the aura but one thing i would like to mention is that i am unable to find the smallest dumbbell 2 kg specifically. Like its never there whenever i go to find but i dont how people get it may b they hide it in their personal locker. Please arrange that.
Siraaj,2025-02-09T01:53:16.000Z,4,Puregym is great,It was great. Lots of facilities and training equipment. Wasnt too difficult checking in or out either
Mrs       Price,2025-02-09T01:52:37.000Z,1,Crap gym,"Crap gym, management and parking. The worse gym I have ever been to."
customer,2025-02-09T01:33:16.000Z,5,Good,"Good! Few people, quite more facilities"
Isaac S,2025-02-09T00:44:34.000Z,4,super amazing and epic,N/A
wzgujck,2025-02-09T00:43:56.000Z,5,Always a good experience,"Clean, well equipped, friendly, gym with trainers always willing to advise and help, Quite diverse regarding age, gender and race."
Anonymous,2025-02-08T23:53:19.000Z,1,They're con artists,They're con artists. Just avoid them.So I signed up to Sheffield centre thinkinng I'll be able to go to all gyms in Sheffield. No! This is where they conned me. Apparently I can't go to crystal peaks gym. So basically my home gym is town which is 100% pointless. If I had put crystal peaks as my home gym and probably paid an extra £1 a month I would have access to crystal peaks gym and all other in Sheffield centre. You horrible disgusting company.Yo swap my gym to crystal means I'll be paying more money rn and my monthly bill goes up. Waste of my time. I don't think I'll ever go to PureGym ever again once my monthly sub is up. Con artists.avois.
customer,2025-02-08T23:45:33.000Z,1,Shows £0 for 1 day pass but ended up…,Shows £0 for 1 day pass but ended up been charged.
customer,2025-02-08T22:47:59.000Z,1,Won’t let me enter the gym,Won’t let me enter the gym
customer simon,2025-02-08T21:28:37.000Z,5,Someone was vaping in the gym,Was impressed with selection of machines but someone was vaping
Mario Gritas,2025-02-08T20:59:42.000Z,5,Good for barbell training,Barbell rack was immediately available
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Jeffrey Holness,2025-02-08T20:06:41.000Z,5,Excellent Customer support and…,Excellent Customer support and interaction.
Peter Gadd,2025-02-08T19:41:55.000Z,5,Easy to Join,N/A
Francessca,2025-02-08T19:26:02.000Z,5,free,"free, friendly atmosphere"
customer,2025-02-08T19:16:08.000Z,1,I have not received a email with my pin,I have not received a email with my pin
Tanya Richardson,2025-02-08T19:12:27.000Z,1,Scammed for a day pass basically I saw…,"Scammed for a day pass basically I saw an offer on hot UK deals and it had a code that would give you a free day pass I entered it. The balance went to 0. It still asked me to supply my bank details which I did and then I've now been charged for the day pass I would like a refund. This is ridiculous. Don't advertise things that Clearly your system is acknowledging that it should be zero but you still went ahead and charged me the full price of the daily membership and if it wasn't free, I wouldn't have tried to do it so I really would like a refund and I'm not even gonna attend because it's kind of offputting. You don't have systems that work. You don't have a contact email. You don't have a contact phone number you don't have any kind of customer facing help. You have a few questions that you answer, but that isn't sufficient for the situation that isn't part of what you've put on there so it's really useless All in all big waste of time now I have to ask my bank for a refund."
Alison Barrington,2025-02-08T18:45:09.000Z,5,Very easy to navigate,Very easy to navigate
customer,2025-02-08T18:29:26.000Z,1,I can't book any classes,"I can't book any classes, it says unavailable on everything"
Rose,2025-02-08T18:24:37.000Z,5,"1st visit; I'll be back, professional environment for working out",Being a female who loves her lifting.It's important I can do this within an environment that;1.  Feels safe for me especially when my younger sister is with me. I felt that here.2. Clean gym areas; all parts of the gym including changing rooms are lovely and clean.3. The kind of gym members this gym attracts that (guys I'm looking at you) are respectful and part of an overall positive experience for me. Yep got that here too.
Tahir,2025-02-08T18:10:36.000Z,1,Unsafe and they don’t care,"Exposed electrical wiring reported in the men’s changing rooms hairdryer over a month ago by another member who waited a month and then resorted to leaving a scathing review about it, still nothing done and an accident waiting to happen. Will it take for someone to be electrocuted before anyone bothers???Even the equipment is often left with unsafe,loose fixtures, error messages and weeks later nothing is done. Completely irresponsible and unsafe."
Mr Peter Barnett,2025-02-08T17:21:22.000Z,5,Really easy to join,N/A
Mintcake,2025-02-08T16:51:01.000Z,1,Free day pad NOT FREE!!!,Just joined for a free day pass and I’ve been charged 9.99!  This is NOT FREE!!!
Jane Magill,2025-02-08T16:49:48.000Z,5,Jamie Thorpe Classes at Pure are Explosive! Great Energy,"Always enjoy my time here at the gym, I particularly enjoy classes and get results, Jamie Thorp who is a great Personal trainer and currently does classes at the gym, in the week, are amazing. really motivates me. I work as a nurse and need stamina, his classes give me endurance stress release, and  build muscle and strength."
Karibbean Lad,2025-02-08T16:46:25.000Z,5,One day pass experience.,"I had a great experience using the PureGym one-day pass! The gym was clean, spacious, and had all the equipment I needed for a solid workout. Definitely a great option for anyone wanting to try out the gym before committing!"
Marco,2025-02-08T16:18:06.000Z,3,turn the music down it is not a night…,turn the music down it is not a night club and stop blowing cold air. other than that it is fine
LEE SULLIVAN,2025-02-08T15:56:06.000Z,5,Great place,Great place
George Cooper,2025-02-08T15:34:56.000Z,5,Easy and quick.,Easy and quick.
Kimberley Carter,2025-02-08T15:09:49.000Z,5,great gym,"great gym, clean, tidy and friendly helpful staff"
RICHIE,2025-02-08T14:34:54.000Z,4,Pure Gym Dunfermline is vastly improved…,Pure Gym Dunfermline is vastly improved since the recent re-fit with better availability of kit and more organised space. Don’t think the staff get the most out of the patrons and are not visible for members not engaged in a personal training session. Would be good if they spent time advising and correcting on poor/ ineffective techniques. This would also lead naturally to more business for personal trainers (a basic approach that seems to have escaped the staff at Dunfermline). More time improving knowledge and technique of those attending gym would be better. The staff do not seem to encourage good behaviours whilst using the kit as people are often witnessed spending extended rest periods on their mobile devices whilst using kit. Wrong culture which could be influenced by more experienced/enthusiastic and engaged staff.
Berfin,2025-02-08T14:06:46.000Z,2,I’ve been going to pure gym for a few…,"I’ve been going to pure gym for a few months, it has great workout machines and facilities to use, they have a women’s section to train as well, one of the pt films women’s specific body parts when training them which I find unprofessional and degrading towards women in general, i also got posted a few times without my permission and the pt never asked me for consent or directly if he could post on he’s page. I wouldn’t recommend this gym to go and train, the village gym and laboratory might be better long term."
Hilary Lambert,2025-02-08T13:41:25.000Z,5,Quick response,Quick response
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
